state,account length,area code,phone number,international plan,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn
10,90,415,2200,0,0,113.2,108,189.3,63,271.8,124,14.1,4,3,0
48,111,415,837,0,36,166.2,54,238.8,109,108.8,92,11.2,2,3,0
5,101,408,3285,0,23,262.2,101,157.0,80,129.1,100,7.3,14,1,0
40,72,415,3082,0,0,207.8,92,195.7,110,184.8,124,13.1,4,0,0
22,67,510,2276,0,35,245.4,89,148.2,102,274.0,136,7.5,6,1,0
20,172,408,678,0,0,287.1,108,178.4,125,153.2,98,14.4,2,3,1
15,154,510,2166,0,32,192.3,82,165.3,134,205.0,74,9.0,1,2,0
21,69,510,1458,0,0,194.2,122,242.1,81,215.8,80,9.7,3,2,0
7,123,415,2816,0,0,211.0,92,217.0,102,214.8,104,9.8,7,3,0
42,130,415,2087,0,12,141.9,92,228.9,102,195.1,101,8.7,5,0,0
9,142,415,1097,0,26,220.5,94,239.5,126,254.3,109,5.9,9,2,0
47,29,415,2464,0,0,157.4,122,145.0,75,281.8,92,9.3,2,1,0
11,87,408,951,0,28,143.5,106,223.5,147,175.4,69,11.2,5,0,0
29,149,415,1502,0,0,156.0,56,56.0,116,163.3,104,8.9,8,0,0
42,146,408,3141,1,0,160.1,63,208.4,112,177.6,98,9.2,3,2,0
20,88,415,1130,1,0,235.1,98,251.8,79,285.9,76,7.2,2,4,1
32,119,415,891,1,15,160.0,95,209.5,110,82.3,107,8.7,5,5,1
46,48,510,2855,0,0,188.4,63,165.9,89,205.7,71,13.2,2,1,0
37,135,415,941,0,0,194.8,97,235.3,118,174.4,126,11.0,3,1,0
15,100,510,1432,0,0,247.8,117,130.0,95,134.3,125,6.9,2,1,0
24,98,415,974,0,0,221.2,80,213.6,104,291.8,89,11.9,3,4,0
9,75,510,2367,0,26,118.5,86,213.9,118,132.6,99,13.4,3,2,0
7,180,415,1531,0,33,231.8,78,232.9,79,206.9,121,7.6,4,1,0
46,100,415,1934,0,25,215.9,90,257.9,92,180.2,157,11.6,4,1,0
35,119,415,1159,0,35,217.1,92,220.8,134,249.5,93,8.0,5,2,0
24,86,415,2033,0,0,83.5,96,221.1,63,349.7,75,12.6,3,0,0
18,155,408,944,0,39,183.3,106,205.1,101,263.7,90,5.1,7,1,0
14,78,415,581,1,0,236.8,141,265.3,101,152.4,77,9.5,2,1,1
31,153,415,3245,0,0,193.8,90,195.3,121,182.7,108,8.5,3,1,0
12,92,510,832,0,25,134.0,112,206.0,111,180.6,118,9.7,4,0,0
47,13,510,2457,0,25,176.6,65,172.7,96,104.5,128,11.3,5,2,0
29,154,415,1308,0,0,191.4,93,205.4,119,205.7,121,10.2,3,3,0
6,144,510,3145,1,35,174.8,127,219.6,93,255.8,90,12.8,3,0,0
49,48,408,2858,0,0,275.2,67,180.2,108,159.0,110,7.9,2,1,0
28,94,408,2891,0,0,174.0,85,241.1,114,207.8,94,7.9,1,1,0
44,139,415,473,0,0,165.0,132,249.7,86,170.3,128,12.6,8,1,0
25,126,415,3168,0,0,228.7,102,168.7,99,223.5,100,11.8,4,1,0
23,122,415,3295,0,0,107.9,88,235.8,109,228.6,119,9.5,3,2,0
30,139,510,1951,0,0,221.3,140,157.8,89,192.5,89,11.3,6,1,0
18,95,415,2982,0,0,141.1,84,211.4,108,103.7,127,5.9,6,3,0
21,80,408,188,0,31,166.4,92,238.3,74,150.7,84,10.7,4,4,0
16,131,415,2596,0,28,249.6,87,227.2,138,239.9,92,7.6,3,3,0
16,36,510,1476,0,0,178.6,83,213.1,103,198.0,119,10.9,5,1,0
33,180,510,842,0,0,139.0,96,224.9,64,170.8,118,15.7,5,2,0
26,25,415,1173,0,0,134.3,98,202.3,109,195.9,100,12.6,5,2,0
26,113,415,3243,0,0,215.9,93,240.1,85,156.7,123,4.9,5,3,0
13,88,415,500,0,31,181.6,91,213.2,120,207.8,104,11.4,4,1,0
0,120,415,1400,0,0,178.4,97,168.3,113,120.5,93,9.3,9,1,0
44,74,415,1763,0,0,106.4,84,140.2,104,90.9,81,11.4,3,1,0
2,109,510,1771,0,0,170.7,101,240.2,82,119.0,112,11.4,4,2,0
18,162,510,1633,0,33,184.5,139,183.2,78,127.4,106,12.3,6,0,0
16,124,510,3186,0,37,161.2,109,204.2,79,231.5,87,8.9,4,1,0
37,177,408,2299,0,0,84.9,77,257.5,109,210.5,66,7.5,5,2,0
48,91,510,2487,0,0,217.9,71,230.1,116,232.1,110,10.6,2,1,0
5,105,408,267,0,0,270.9,98,226.2,110,178.8,60,8.8,5,0,1
16,24,510,1499,0,0,243.0,91,183.9,77,184.3,109,15.3,6,0,1
14,48,510,1865,0,0,128.2,71,48.1,78,116.3,80,8.9,3,0,0
12,86,408,2203,0,0,126.3,115,168.8,112,154.6,95,9.8,7,2,0
3,163,510,982,0,0,178.7,56,215.7,79,152.7,84,10.6,2,4,0
29,91,510,440,0,0,159.0,109,255.1,142,82.4,73,10.1,4,0,0
13,56,510,1833,0,0,150.9,79,161.8,87,167.7,115,11.7,5,3,0
35,147,415,1359,1,24,219.9,118,208.5,116,352.5,111,8.1,4,3,0
43,64,415,1943,0,0,168.0,116,192.4,94,166.5,98,10.1,3,2,0
42,108,510,1077,0,34,162.1,83,171.8,117,259.8,76,9.6,3,4,1
36,159,510,201,0,0,198.8,107,195.5,91,213.3,120,16.5,7,5,0
28,136,510,1700,1,0,256.8,90,230.1,104,143.6,82,9.1,10,3,0
26,116,415,2005,0,35,182.8,122,212.7,119,193.8,103,11.0,2,1,0
27,45,408,1617,0,38,196.8,92,254.2,108,261.8,85,7.7,2,1,0
23,122,415,1235,0,0,140.1,120,231.4,128,188.1,127,11.2,5,2,0
23,138,415,2141,0,0,194.3,83,189.9,97,232.2,102,9.0,3,5,0
19,132,415,2751,0,0,117.6,66,214.0,108,239.5,94,8.8,5,1,0
38,101,415,1451,1,0,193.7,108,186.6,98,223.0,100,11.6,8,0,0
10,58,510,32,0,0,243.1,105,231.4,108,180.9,120,7.8,4,2,0
33,81,415,2391,0,0,145.4,132,129.3,91,186.4,109,5.2,4,1,0
43,87,415,3277,0,0,169.1,105,169.9,102,244.9,106,9.9,10,3,0
21,116,510,26,0,0,229.3,93,184.5,111,168.2,91,8.8,3,2,0
39,85,415,1892,1,0,197.2,97,211.7,115,210.1,133,8.3,4,4,0
23,62,510,2227,0,33,186.4,84,201.0,136,286.7,103,11.1,3,2,1
30,90,415,1629,0,0,76.1,121,290.3,73,236.9,89,10.8,3,0,0
42,98,415,865,0,0,162.8,65,185.0,109,219.5,104,6.0,3,2,0
44,73,415,2372,0,0,182.3,115,199.2,97,120.2,113,18.0,5,1,0
39,107,510,3329,1,0,194.4,83,247.8,84,245.4,93,11.2,7,2,0
30,55,408,1638,0,20,189.3,95,118.6,113,250.2,102,12.5,4,2,0
0,76,415,1417,0,22,160.1,107,168.7,136,23.2,102,9.5,4,3,0
27,30,510,2707,0,0,145.0,76,240.7,112,197.1,134,7.1,4,3,0
3,157,415,2190,0,0,220.7,105,119.3,127,165.1,113,11.5,7,4,0
19,40,408,864,0,31,224.7,69,134.5,81,120.3,104,7.5,5,1,1
42,72,408,738,0,0,147.0,79,162.3,103,162.9,80,10.5,4,1,0
50,95,415,460,0,39,260.8,130,213.4,111,195.6,97,10.1,5,1,0
12,42,415,735,0,0,155.4,127,164.1,45,157.7,128,9.0,3,0,0
15,86,415,1357,0,0,166.2,112,255.3,81,228.1,97,5.4,7,1,0
31,131,415,2961,0,0,211.8,115,260.5,102,144.2,96,10.8,7,0,0
9,55,510,1335,0,45,130.5,114,208.4,94,141.6,114,11.0,5,4,1
26,74,415,305,0,0,162.7,102,292.0,105,183.3,80,8.7,6,0,0
28,81,408,1267,1,37,237.1,76,264.2,125,271.3,120,7.9,3,1,0
22,81,408,665,0,0,166.2,102,217.6,112,220.2,68,13.2,2,4,0
26,28,415,1110,0,0,121.7,48,125.8,112,261.6,122,8.3,2,6,1
1,111,510,2219,0,0,176.4,62,201.0,124,150.4,138,11.2,2,0,0
33,3,510,593,0,27,67.4,116,244.0,78,281.1,93,11.4,2,2,0
22,51,415,1612,0,0,229.7,129,336.0,104,192.8,128,9.6,1,1,1
9,68,415,1205,0,24,176.0,118,277.9,116,174.7,71,14.7,7,1,0
34,163,408,3026,0,0,247.7,77,269.5,108,167.3,82,9.6,7,0,1
16,87,510,566,0,0,115.4,90,262.6,68,245.7,69,13.1,5,2,0
27,58,510,1687,0,0,112.2,95,209.6,108,260.9,78,13.9,1,0,1
23,109,408,3069,0,0,162.6,138,154.0,109,209.7,118,11.5,4,0,0
39,111,415,846,0,0,229.4,107,214.1,99,289.6,95,10.4,6,4,0
44,144,415,3148,0,0,139.6,96,124.2,93,95.6,75,15.0,4,2,0
37,135,415,1744,0,0,263.8,66,251.3,116,200.1,112,8.4,2,5,1
40,109,415,2145,0,46,217.5,123,233.7,84,163.9,99,9.0,3,4,0
14,107,415,2197,0,14,114.3,132,199.8,91,194.7,74,7.5,8,1,0
35,149,408,469,0,0,196.3,108,136.8,96,154.7,87,7.7,3,2,0
19,56,510,2588,0,0,253.2,95,188.0,116,142.0,133,4.4,4,1,0
37,129,408,1915,0,0,98.0,99,240.7,62,254.8,123,10.5,4,0,0
4,92,408,1039,0,0,249.4,118,211.5,95,169.0,116,9.1,3,0,0
49,67,415,2312,0,30,129.6,107,233.0,104,297.0,93,14.5,5,1,0
46,120,415,2592,0,0,221.3,106,267.6,98,111.5,80,9.3,7,0,0
13,166,415,2026,0,0,220.7,106,177.8,118,206.1,102,12.4,9,1,0
37,66,408,763,0,0,87.6,76,262.0,111,184.6,125,9.2,5,1,0
10,76,408,1227,0,0,203.6,61,161.7,127,175.9,97,8.4,3,0,0
21,79,415,3104,0,0,213.6,110,234.9,121,229.6,157,8.8,3,2,0
11,98,415,2389,0,31,181.6,112,220.7,100,236.3,121,12.9,4,2,0
3,141,510,1503,0,22,215.4,123,328.7,98,160.5,89,7.8,6,1,0
44,49,415,2350,0,0,266.3,90,207.8,117,205.0,98,14.0,2,2,1
12,46,510,1868,0,0,199.2,111,175.1,83,210.6,84,10.2,2,3,0
6,137,415,1597,0,0,115.0,130,137.8,83,224.0,61,7.3,4,3,0
47,171,408,3230,0,0,270.5,69,230.0,112,136.0,111,9.6,5,1,1
45,10,415,896,0,0,222.2,127,153.1,125,227.4,80,12.9,4,1,0
5,88,510,1624,0,0,61.9,78,262.6,114,212.5,110,8.8,2,3,0
18,89,415,1924,0,0,141.1,92,249.1,126,136.0,73,10.8,2,2,0
43,82,415,2405,0,0,189.2,81,184.4,117,255.8,83,10.6,5,3,1
41,139,510,144,0,0,196.0,135,186.0,146,153.0,92,9.8,1,3,0
45,87,415,707,0,0,171.6,119,205.0,107,170.6,114,13.8,4,0,0
34,137,415,2165,1,0,174.0,123,161.3,115,260.7,98,11.4,3,2,0
47,45,510,2515,0,0,78.6,106,187.3,110,184.2,111,7.4,5,1,1
48,90,415,3281,0,0,200.9,92,164.3,91,249.0,98,8.9,7,1,0
42,103,415,2013,0,0,141.3,123,253.6,87,215.8,96,6.4,2,1,0
6,100,415,2163,0,0,235.8,130,176.0,69,63.6,122,7.3,1,2,0
47,110,510,289,0,0,185.1,100,165.1,88,111.6,104,6.3,4,3,0
30,124,415,1535,0,0,254.3,113,78.9,104,153.2,69,11.8,2,2,0
26,10,510,1659,0,0,183.0,103,214.8,77,206.4,73,8.7,6,2,0
29,89,415,3273,0,29,163.5,80,274.8,136,381.9,147,7.5,5,2,0
47,121,408,2269,0,0,207.9,98,210.5,96,109.6,114,7.7,2,2,0
48,101,415,909,0,0,248.6,102,174.9,93,207.2,86,6.1,3,3,0
2,103,415,385,0,31,185.4,105,197.6,126,147.1,110,14.5,4,2,0
48,51,408,830,0,0,197.8,60,221.0,64,168.6,134,8.9,5,1,0
8,2,415,3109,1,0,132.1,42,138.9,88,192.6,119,9.1,1,2,1
30,111,510,2287,0,0,197.1,117,227.8,128,214.0,101,9.3,11,0,0
45,118,415,2273,0,0,154.6,112,184.2,105,217.4,102,12.6,5,2,0
42,17,510,1931,0,31,153.1,115,185.9,59,224.3,102,10.0,1,6,1
45,130,408,2182,0,0,211.2,119,231.1,120,220.9,80,6.3,9,2,0
13,193,415,2971,0,0,96.8,92,142.6,103,210.1,115,10.9,5,2,1
42,114,510,565,0,0,172.0,145,276.4,101,193.7,100,10.1,9,1,0
3,137,415,1532,0,0,141.1,91,147.2,100,254.7,75,8.0,7,2,0
26,185,408,3320,0,29,151.1,121,244.7,88,154.4,91,13.8,2,2,0
36,101,408,2725,0,0,209.6,107,228.8,96,172.4,85,7.6,2,3,0
13,95,415,2296,0,32,247.0,109,125.6,91,226.5,90,10.5,4,3,0
33,7,408,1036,0,30,221.4,114,165.8,116,247.0,105,10.8,12,1,0
16,126,408,1844,0,0,321.3,99,167.9,93,193.6,106,8.0,4,1,1
50,71,415,2915,0,0,243.7,124,60.0,90,189.0,129,11.3,2,0,0
25,124,415,1118,0,0,251.5,85,214.2,98,186.1,71,11.1,6,3,0
50,97,510,666,1,0,236.9,107,157.6,105,241.0,120,7.3,2,0,1
43,28,415,699,0,0,159.7,79,216.7,131,206.7,116,9.3,3,2,0
47,90,415,1672,1,0,148.2,96,220.4,111,134.2,97,9.2,1,4,1
11,190,408,1849,0,0,150.9,86,268.6,129,179.9,73,14.7,1,1,0
14,31,415,2428,0,28,210.5,101,250.5,86,241.6,125,11.5,2,1,0
0,52,415,1068,0,24,170.9,71,201.4,80,159.0,124,4.1,5,2,0
20,73,510,485,0,0,254.7,80,90.2,79,153.4,60,10.6,8,0,0
19,111,415,2127,0,0,284.4,89,157.0,113,242.8,91,8.4,8,0,1
41,98,415,2268,0,0,0.0,0,159.6,130,167.1,88,6.8,1,4,1
38,106,408,2682,1,0,133.7,45,187.8,107,181.9,89,10.7,2,1,1
27,111,408,398,0,0,224.9,117,191.9,127,229.9,97,10.3,3,0,0
46,59,408,1100,0,0,151.8,98,209.9,92,266.9,86,11.9,5,1,0
17,71,510,2659,0,22,141.4,107,163.0,105,220.0,99,5.6,3,2,0
47,55,408,1102,0,0,285.7,124,230.9,106,230.7,140,14.8,7,0,1
18,13,415,2160,0,0,58.4,121,262.2,64,159.0,115,11.9,5,1,0
47,136,415,1149,0,16,90.4,105,201.3,109,227.1,115,13.1,4,0,0
21,123,408,1900,0,0,114.4,91,216.6,123,250.6,102,11.0,3,0,0
48,105,408,2778,0,0,147.7,103,222.7,78,163.5,102,12.8,3,2,0
43,50,408,109,0,31,302.7,93,240.5,119,193.9,103,13.6,14,3,0
12,118,415,166,0,0,136.1,120,204.2,103,228.2,90,11.3,4,1,0
3,97,408,2067,0,0,169.7,84,165.9,86,191.9,83,12.8,6,3,0
28,51,510,359,0,0,227.2,89,194.4,106,243.4,126,14.9,2,0,0
46,73,415,3049,0,0,217.8,91,220.6,97,277.3,89,10.3,6,1,1
11,35,415,801,0,0,124.2,102,123.9,115,135.7,100,13.1,8,2,0
50,64,415,2027,0,0,206.2,76,232.4,76,251.6,96,13.6,2,1,0
49,63,510,72,0,0,132.9,122,67.0,62,160.4,121,9.9,2,3,0
36,117,415,2339,0,31,104.9,115,237.6,125,263.4,104,7.7,6,3,0
6,115,415,424,0,0,245.0,97,250.7,75,270.2,124,13.7,8,1,1
44,162,408,2482,0,0,184.5,118,224.0,95,180.5,82,11.6,3,1,0
34,89,415,2887,0,0,89.5,66,179.3,104,225.1,116,12.3,1,3,0
45,94,415,2020,1,0,235.6,131,194.8,107,170.6,93,8.6,4,1,0
46,129,408,1043,0,0,186.0,127,262.3,96,98.9,63,11.5,6,4,0
41,86,415,239,0,0,223.9,75,155.7,109,150.2,143,7.3,9,1,0
38,96,510,1146,0,0,179.5,125,162.3,139,264.5,133,6.6,2,1,0
28,190,415,2241,0,0,169.4,102,253.5,113,197.1,93,8.9,5,1,0
6,80,408,1648,0,0,118.1,90,144.3,77,225.1,86,8.2,6,1,0
40,108,415,2528,0,0,112.0,105,193.7,110,208.9,93,4.1,4,4,1
22,97,408,368,0,32,168.4,129,225.9,97,191.8,95,8.5,7,0,0
46,84,415,2669,0,42,214.3,112,188.2,107,333.5,117,11.3,10,0,0
35,65,415,2733,0,0,245.7,139,241.9,113,285.3,117,4.2,5,4,1
46,131,415,1343,0,34,156.6,134,71.0,95,261.7,120,13.4,10,1,0
14,58,415,2714,1,43,142.8,96,272.3,100,193.4,105,8.9,4,1,0
24,36,415,312,0,0,202.4,115,230.7,115,202.0,127,10.2,2,3,0
48,54,415,1340,0,0,116.8,119,123.1,123,217.5,101,12.0,2,1,0
31,45,510,3013,0,0,155.7,110,260.3,103,192.2,98,11.0,1,1,0
10,125,415,1870,0,39,236.1,107,289.2,110,175.4,107,9.1,4,2,0
46,72,415,3198,0,21,138.1,113,260.1,83,135.4,118,8.2,2,2,0
6,141,408,1429,0,0,51.9,108,162.0,83,223.5,115,10.1,3,3,0
3,113,510,502,0,0,81.3,116,220.6,124,235.7,113,8.9,3,0,0
41,20,415,253,0,35,171.5,98,153.1,127,165.6,125,7.1,3,0,0
6,212,415,1399,0,0,126.0,96,144.3,80,302.8,102,7.6,3,1,0
15,99,415,2470,1,0,197.2,127,156.0,92,204.1,99,9.9,6,4,0
35,94,510,1448,0,0,194.1,62,227.2,54,190.4,115,15.3,4,1,0
34,40,510,1821,0,0,115.7,105,127.8,113,107.5,91,9.3,6,1,0
29,86,510,1067,0,29,157.2,118,196.3,136,226.7,109,8.4,5,3,0
36,101,415,3031,0,0,269.7,85,207.6,86,214.2,107,4.5,15,3,1
27,170,415,1388,0,0,246.4,107,228.1,124,166.4,95,9.1,8,0,0
11,105,510,2347,0,0,227.4,121,268.5,89,143.3,82,13.0,4,1,0
44,103,415,1464,0,0,189.8,110,115.5,83,191.3,103,12.2,4,0,0
20,140,415,2997,1,27,188.9,124,160.9,102,197.7,100,11.5,5,4,0
46,101,510,3043,0,0,0.0,0,192.1,119,168.8,95,7.2,4,1,0
43,98,408,1561,0,19,110.5,87,227.8,97,243.6,84,11.0,4,1,0
3,104,408,3263,0,0,167.6,116,219.2,112,215.9,94,11.7,2,4,0
45,115,415,1431,0,0,132.0,90,197.5,75,175.8,114,0.0,0,3,0
48,112,408,3178,0,0,167.8,88,247.9,81,155.1,108,11.9,4,0,0
29,70,415,3307,0,0,213.4,86,204.7,77,256.6,101,5.7,4,1,0
17,126,510,1674,0,0,175.4,120,98.3,71,201.9,93,10.6,1,0,0
33,87,510,141,0,39,82.6,113,224.4,63,163.6,88,9.5,1,3,0
26,125,510,1394,0,0,143.2,80,88.1,94,233.2,135,8.8,7,4,1
24,86,415,1439,0,0,125.5,139,269.8,93,235.8,110,8.9,8,1,0
25,73,415,3001,0,31,82.3,105,256.1,91,229.6,98,11.8,2,6,1
32,232,408,2096,0,0,165.6,104,195.9,115,118.3,77,11.8,3,1,0
31,1,415,3275,0,30,183.1,95,232.6,110,248.3,110,8.4,2,0,0
30,133,408,2582,0,0,162.1,91,212.1,94,260.4,78,12.2,5,1,0
27,103,510,1818,0,0,166.6,84,192.4,91,167.9,115,7.7,6,1,0
26,131,415,939,0,24,135.9,60,233.2,78,210.6,121,9.4,4,1,0
41,95,408,2794,0,20,165.7,78,215.6,94,243.3,91,9.8,6,0,0
45,182,415,2252,0,0,176.1,90,174.9,106,234.7,134,9.7,4,1,0
18,99,510,1847,0,0,142.3,89,204.5,95,203.1,114,9.1,1,0,0
33,27,510,2501,0,0,177.6,121,296.8,92,192.9,106,7.6,3,3,0
0,141,408,413,0,0,83.2,74,190.6,104,150.5,79,10.7,7,1,0
35,29,415,2446,1,37,235.0,101,183.3,79,139.8,106,5.7,7,2,0
32,65,415,2185,0,0,105.7,95,141.8,100,180.5,105,6.6,12,2,0
22,81,415,2322,1,0,149.4,68,171.9,98,214.5,97,17.9,3,3,1
23,37,415,1208,0,20,264.7,81,216.5,110,210.7,102,10.4,7,0,0
50,107,510,2977,0,31,160.3,45,221.5,70,261.6,109,5.6,1,1,0
50,127,415,3005,1,28,95.9,117,159.5,131,152.8,132,10.4,3,1,0
47,78,408,1601,0,0,140.7,77,195.2,114,252.9,107,11.7,5,0,0
32,55,510,421,0,0,119.7,148,231.8,96,222.3,113,4.6,2,2,0
45,86,415,1959,0,30,99.9,84,263.5,125,254.7,90,9.8,7,2,0
39,176,415,2611,0,0,250.9,108,171.4,100,148.6,85,9.6,6,2,0
1,96,415,2944,1,0,200.6,117,289.5,120,98.3,95,11.2,5,2,0
49,11,510,3239,0,38,209.8,130,196.6,84,233.0,79,7.0,7,1,0
49,48,415,1423,0,34,198.0,70,273.7,121,217.9,71,7.6,4,1,0
31,127,510,1307,0,0,239.8,107,128.9,121,249.9,110,11.3,5,1,0
42,63,415,1660,0,0,164.5,75,147.9,118,252.7,97,11.2,2,0,0
22,79,510,383,0,0,220.9,107,192.2,97,161.0,74,12.2,2,1,0
44,47,408,839,0,37,112.8,150,243.9,97,178.7,112,13.2,6,2,0
14,89,415,1862,1,19,112.6,114,261.7,132,123.5,116,11.1,2,0,1
22,83,510,218,0,26,226.4,117,234.7,97,133.6,82,10.8,7,1,0
48,126,415,1786,1,34,244.9,118,219.6,105,210.8,136,9.7,6,4,0
28,60,510,966,0,0,203.2,99,235.8,131,224.9,112,15.1,6,2,0
46,122,415,2082,0,0,136.7,115,243.1,137,188.9,110,8.6,4,0,0
47,136,408,2670,0,0,152.6,97,208.9,85,119.1,99,5.0,10,1,0
27,172,408,133,0,47,274.9,102,186.6,118,245.0,123,8.8,2,1,0
21,102,510,2224,0,0,195.7,116,209.1,87,201.1,73,8.3,3,1,1
41,113,415,2788,1,0,204.3,82,188.8,115,139.4,97,9.2,7,1,0
49,79,415,1166,0,0,222.3,99,146.2,82,275.6,82,8.9,4,3,0
13,55,510,138,0,8,222.5,104,171.5,94,377.5,114,9.7,2,1,0
18,111,415,1424,0,28,128.8,104,157.3,52,147.4,76,10.3,2,2,0
10,160,415,304,0,0,174.3,105,171.3,107,220.8,131,8.3,2,0,0
9,110,415,2500,0,0,242.5,110,162.3,140,184.1,86,7.8,3,4,0
5,192,415,1544,0,0,221.6,101,285.2,50,167.4,83,12.7,6,4,0
33,93,408,287,0,0,114.3,100,221.1,103,126.3,88,10.9,9,0,0
15,101,415,1701,0,33,219.7,137,186.8,94,184.5,113,9.5,2,2,0
45,77,510,1420,0,0,144.9,136,151.3,115,252.4,73,12.3,3,2,0
44,105,415,2400,0,40,236.5,111,117.0,110,221.1,115,8.1,3,2,0
44,133,408,2507,0,44,174.0,80,209.4,113,224.1,87,14.1,7,2,1
24,131,408,2069,0,0,109.5,95,332.1,48,258.6,108,6.6,7,1,0
6,106,510,88,0,33,81.6,120,235.6,85,150.9,113,9.9,4,1,0
11,118,415,3214,0,0,133.4,113,121.0,92,254.7,129,5.9,4,1,0
20,125,408,797,0,0,137.1,94,209.8,83,238.4,114,8.6,4,1,0
45,95,415,1403,0,0,197.0,88,190.4,68,211.9,104,16.1,8,0,0
26,80,415,1239,0,0,198.1,160,156.7,87,182.1,76,9.3,3,3,0
40,145,408,1759,0,0,39.5,78,264.3,106,185.8,90,10.0,6,0,0
5,37,408,2850,0,0,199.5,107,207.5,110,83.9,123,8.1,4,2,0
13,87,415,1538,0,0,156.8,93,215.8,68,223.3,77,7.6,6,1,0
1,69,415,2170,0,0,183.4,85,237.6,100,228.0,94,9.0,5,3,0
5,83,510,1822,0,0,132.4,120,121.6,101,197.7,84,8.6,2,1,0
44,195,415,1017,0,0,63.2,108,220.2,88,184.0,99,5.1,3,0,0
8,67,415,3044,1,35,181.1,59,215.9,116,216.3,106,16.9,4,0,1
35,75,510,1588,0,27,117.5,102,206.8,127,194.4,114,4.2,7,3,0
39,123,415,235,0,27,218.7,79,163.4,78,173.8,116,15.0,1,0,0
9,41,415,3099,0,41,207.3,95,137.3,120,115.7,74,5.9,3,1,0
35,75,415,482,0,0,150.6,99,301.5,83,158.7,104,8.1,5,0,0
20,76,415,2569,1,0,273.3,66,263.6,121,165.2,84,12.0,7,1,1
14,86,415,2399,1,0,266.1,120,182.0,92,206.5,103,10.3,4,1,0
38,140,408,338,0,0,112.8,89,156.7,65,249.6,85,16.3,6,0,0
3,70,415,879,0,0,104.7,112,82.2,104,169.4,110,15.8,7,3,0
30,121,510,684,0,35,193.8,62,197.6,97,218.8,95,5.9,4,0,0
39,112,415,2759,0,0,168.6,102,298.0,117,194.7,110,9.8,5,1,0
11,118,415,1843,0,0,253.2,122,201.0,78,195.3,108,9.7,7,2,0
31,66,415,2945,0,16,174.7,92,232.1,105,305.4,98,8.9,2,1,0
48,78,408,2877,0,0,87.0,102,193.6,64,205.8,120,11.0,5,0,0
20,129,415,1537,0,34,204.5,79,132.8,113,190.1,117,14.8,9,2,0
37,6,408,2847,0,0,226.5,93,152.1,122,164.4,98,9.4,4,3,0
33,107,510,3253,1,0,234.1,91,163.1,105,282.5,100,10.0,3,1,0
2,107,415,572,1,0,133.3,106,182.9,89,241.1,123,12.9,2,3,1
26,138,415,2599,0,0,133.9,87,166.4,110,193.5,139,15.4,3,1,0
6,103,510,1772,0,0,160.2,104,138.9,70,312.5,97,9.7,2,0,0
44,116,415,647,0,44,230.6,94,224.1,103,244.0,76,11.1,2,0,0
10,189,408,320,0,0,227.4,84,176.0,81,206.1,120,6.3,4,2,0
33,161,415,3064,0,0,72.8,120,267.1,120,222.5,91,11.8,2,2,0
42,1,415,294,0,0,196.1,107,296.5,82,211.5,91,7.0,2,1,0
8,89,408,3310,0,0,197.1,110,165.9,115,227.3,106,12.8,3,1,0
34,64,408,3328,0,0,219.6,126,303.3,100,154.5,65,9.7,5,1,0
26,126,415,598,0,30,153.4,90,151.4,97,153.8,97,12.8,4,4,1
12,129,415,2502,0,0,216.0,85,186.9,114,210.7,109,4.9,10,2,0
46,128,510,691,0,32,222.9,136,262.0,80,191.4,101,10.8,4,0,0
18,81,415,2270,0,36,115.9,120,236.6,95,255.0,90,11.7,6,3,0
26,114,510,2301,0,0,189.8,101,147.7,80,172.7,121,10.6,5,1,0
30,50,408,433,0,0,154.7,102,298.0,108,210.2,95,11.1,3,0,0
49,86,415,799,0,0,136.4,104,202.5,110,230.7,86,11.5,1,3,0
13,96,408,1292,0,0,170.5,86,277.5,88,162.5,117,12.2,6,1,0
3,72,510,2844,0,0,272.4,88,107.9,125,185.5,81,12.7,2,0,0
40,64,510,225,0,40,210.0,116,232.7,89,168.8,94,5.9,4,8,0
49,57,415,3246,1,17,236.5,94,163.1,94,236.7,117,12.2,3,2,0
35,65,510,872,0,0,153.9,117,220.1,122,280.5,147,8.5,3,2,0
20,163,408,390,0,0,223.0,120,227.0,98,188.3,125,8.8,5,1,0
20,136,415,337,0,0,252.4,74,167.9,81,248.3,110,10.7,3,2,0
23,116,408,2879,0,0,197.9,84,168.1,113,239.8,145,12.0,6,1,0
29,93,408,167,0,0,152.4,74,274.6,88,252.2,120,6.6,5,3,0
23,142,510,1035,0,40,237.4,105,175.9,93,210.3,110,9.2,3,3,0
34,92,408,740,0,0,265.6,82,180.7,75,211.1,113,8.6,2,1,0
11,70,415,446,0,0,197.3,91,305.8,81,171.0,105,6.7,6,1,0
24,22,408,1649,0,14,199.1,100,221.8,103,65.7,91,4.2,1,1,0
33,37,415,1268,0,0,233.7,114,207.9,109,212.7,101,12.0,2,2,0
19,51,415,2168,0,0,183.1,99,160.1,107,311.8,121,7.0,3,1,0
30,174,408,319,0,0,139.4,96,143.4,108,225.2,107,10.0,5,2,0
44,68,415,2681,0,0,213.9,112,260.5,100,233.8,97,8.4,3,1,1
9,130,415,1983,0,0,207.1,70,200.1,115,194.2,100,12.4,2,1,0
